Hour,Minute,Second,Lon,Lat,Speed,SpeedDirection,HeadingDirection,,,,,,,,,,,
4,45,39.8,177698.3329,2500798.352,0.006,0,264.714,,,,,,,,,,,
4,45,40,177698.3329,2500798.352,0.008,0,264.539,,,,,,,,,,,
4,45,40.2,177698.3329,2500798.352,0.001,0,264.917,,,,,,,,,,,
4,45,40.4,177698.3329,2500798.352,0.015,307.864,264.963,,,,,,,,,,,
4,45,40.6,177698.333,2500798.352,0.007,0,264.763,,,,,,,,,,,
4,45,40.8,177698.333,2500798.353,0.004,0,264.721,,,,,,,,,,,
4,45,41,177698.333,2500798.353,0.009,0,264.732,,,,,,,,,,,
4,45,41.2,177698.333,2500798.353,0.014,290.92,264.711,,,,,,,,,,,
4,45,41.4,177698.333,2500798.353,0.008,0,264.585,,,,,,,,,,,
4,45,41.6,177698.3331,2500798.353,0.008,0,264.589,,,,,,,,,,,
4,45,41.8,177698.3331,2500798.353,0.007,0,264.596,,,,,,,,,,,
4,45,42,177698.3331,2500798.353,0.018,62.659,264.655,,,,,,,,,,,
4,45,42.2,177698.3331,2500798.353,0.014,93.165,264.515,,,,,,,,,,,
4,45,42.4,177698.3331,2500798.353,0.02,82.681,264.601,,,,,,,,,,,
4,45,42.6,177698.3332,2500798.353,0.01,0,264.707,,,,,,,,,,,
4,45,42.8,177698.3332,2500798.353,0.007,0,264.463,,,,,,,,,,,
4,45,43,177698.3332,2500798.354,0.019,184.47,264.482,,,,,,,,,,,
4,45,43.2,177698.3332,2500798.354,0.027,208.809,264.491,,,,,,,,,,,
4,45,43.4,177698.3333,2500798.354,0.019,211.962,264.721,,,,,,,,,,,
4,45,43.6,177698.3333,2500798.354,0.01,234.711,264.445,,,,,,,,,,,
4,45,43.8,177698.3333,2500798.354,0.006,0,264.497,,,,,,,,,,,
4,45,44,177698.3334,2500798.354,0.005,0,264.531,,,,,,,,,,,
4,45,44.2,177698.3334,2500798.354,0.004,0,264.566,,,,,,,,,,,
4,45,44.4,177698.3334,2500798.354,0.008,0,264.645,,,,,,,,,,,
4,45,44.6,177698.3334,2500798.354,0.01,298.55,264.38,,,,,,,,,,,
4,45,44.8,177698.3335,2500798.354,0.007,0,264.654,,,,,,,,,,,
4,45,45,177698.3335,2500798.354,0.011,241.837,264.374,,,,,,,,,,,
