Hour,Minute,Second,Lon,Lat
04,45,11.00,177698.3303963,2500798.3409421
04,45,11.00,177698.3303963,2500798.3409421
04,45,11.20,177698.3303624,2500798.3410345
04,45,11.40,177698.3303287,2500798.3411454
04,45,11.60,177698.3302949,2500798.3412563
04,45,11.80,177698.330244,2500798.3413489
04,45,12.00,177698.3302102,2500798.3414598
04,45,12.00,177698.3302102,2500798.3414598
04,45,12.20,177698.3301765,2500798.3415706
04,45,12.40,177698.3301256,2500798.3416816
04,45,12.60,177698.3300918,2500798.3417925
04,45,12.80,177698.3300581,2500798.3419034
04,45,13.00,177698.3300415,2500798.3420142
04,45,13.00,177698.3300415,2500798.3420142
04,45,13.20,177698.3300077,2500798.3421251
04,45,13.40,177698.3299911,2500798.3422359
04,45,13.60,177698.3299745,2500798.3423468
04,45,13.80,177698.3299408,2500798.3424576
04,45,14.00,177698.3299241,2500798.3425685
04,45,14.00,177698.3299241,2500798.3425685
04,45,14.20,177698.3299075,2500798.3426793
04,45,14.40,177698.3298909,2500798.3427901
04,45,14.60,177698.3298572,2500798.342901
04,45,14.80,177698.3298405,2500798.3429933
04,45,15.00,177698.3298238,2500798.3430857
04,45,15.00,177698.3298238,2500798.3430857
04,45,15.20,177698.3298071,2500798.3431781
04,45,15.40,177698.3298075,2500798.3432703
04,45,15.60,177698.3297908,2500798.3433627
04,45,15.80,177698.3297912,2500798.343455
04,45,16.00,177698.3297744,2500798.3435289
04,45,16.00,177698.3297744,2500798.3435289
04,45,16.20,177698.3297749,2500798.3436212
04,45,16.40,177698.3297753,2500798.3437134
04,45,16.60,177698.3297585,2500798.3437873
04,45,16.80,177698.329759,2500798.3438796
04,45,17.00,177698.3297594,2500798.3439719
04,45,17.00,177698.3297594,2500798.3439719
04,45,17.20,177698.3297598,2500798.3440642
04,45,17.40,177698.3297602,2500798.344138
04,45,17.60,177698.3297607,2500798.3442487
04,45,17.80,177698.3297611,2500798.344341
04,45,18.00,177698.3297616,2500798.3444333
04,45,18.00,177698.3297616,2500798.3444333
04,45,18.20,177698.329762,2500798.3445256
04,45,18.40,177698.3297797,2500798.3446362
04,45,18.60,177698.3297801,2500798.3447285
04,45,18.80,177698.3297977,2500798.3448207
04,45,19.00,177698.3298152,2500798.3448944
04,45,19.00,177698.3298152,2500798.3448944
04,45,19.20,177698.3298327,2500798.3449866
04,45,19.40,177698.3298503,2500798.3450788
04,45,19.60,177698.3298849,2500798.3451525
04,45,19.80,177698.3299025,2500798.3452447
04,45,20.00,177698.32992,2500798.3453184
04,45,20.00,177698.32992,2500798.3453184
04,45,20.20,177698.3299546,2500798.3453921
04,45,20.40,177698.3299721,2500798.3454658
04,45,20.60,177698.3299896,2500798.3455396
04,45,20.80,177698.330007,2500798.3456133
04,45,21.00,177698.3300244,2500798.3456686
04,45,21.00,177698.3300244,2500798.3456686
04,45,21.20,177698.3300591,2500798.3457423
04,45,21.40,177698.3300765,2500798.345816
04,45,21.60,177698.330094,2500798.3458897
04,45,21.80,177698.3301287,2500798.3459634
04,45,22.00,177698.3301461,2500798.3460371
04,45,22.00,177698.3301461,2500798.3460371
04,45,22.20,177698.3301637,2500798.3461293
04,45,22.40,177698.3301983,2500798.346203
04,45,22.60,177698.3302158,2500798.3462767
04,45,22.80,177698.3302504,2500798.3463504
04,45,23.00,177698.3302679,2500798.3464241
04,45,23.00,177698.3302679,2500798.3464241
04,45,23.20,177698.3303025,2500798.3464978
04,45,23.40,177698.33032,2500798.3465715
04,45,23.60,177698.3303546,2500798.3466452
04,45,23.80,177698.3303892,2500798.3467004
04,45,24.00,177698.3304066,2500798.3467557
04,45,24.00,177698.3304066,2500798.3467557
04,45,24.20,177698.3304411,2500798.3468109
04,45,24.40,177698.3304756,2500798.3468661
04,45,24.60,177698.3305102,2500798.3469213
04,45,24.80,177698.3305447,2500798.3469765
04,45,25.00,177698.330562,2500798.3470133
04,45,25.00,177698.330562,2500798.3470133
04,45,25.20,177698.3305965,2500798.3470685
04,45,25.40,177698.3306311,2500798.3471237
04,45,25.60,177698.3306656,2500798.347179
04,45,25.80,177698.3307001,2500798.3472342
04,45,26.00,177698.3307348,2500798.3473078
04,45,26.00,177698.3307348,2500798.3473078
04,45,26.20,177698.3307693,2500798.347363
04,45,26.40,177698.330821,2500798.3474181
04,45,26.60,177698.3308555,2500798.3474734
04,45,26.80,177698.3308901,2500798.347547
04,45,27.00,177698.3309246,2500798.3476022
04,45,27.00,177698.3309246,2500798.3476022
04,45,27.20,177698.3309591,2500798.347639
04,45,27.40,177698.3309936,2500798.3476942
04,45,27.60,177698.3310453,2500798.3477493
04,45,27.80,177698.3310797,2500798.347786
04,45,28.00,177698.3311143,2500798.3478413
04,45,28.00,177698.3311143,2500798.3478413
04,45,28.20,177698.3311487,2500798.347878
04,45,28.40,177698.3312004,2500798.3479331
04,45,28.60,177698.3312349,2500798.3479883
04,45,28.80,177698.3312866,2500798.3480435
04,45,29.00,177698.331321,2500798.3480802
04,45,29.00,177698.331321,2500798.3480802
04,45,29.20,177698.3313556,2500798.3481539
04,45,29.40,177698.3313902,2500798.3482091
04,45,29.60,177698.3314247,2500798.3482643
04,45,29.80,177698.3314765,2500798.3483379
04,45,30.00,177698.331511,2500798.3483931
04,45,30.00,177698.331511,2500798.3483931
04,45,30.20,177698.3315456,2500798.3484667
04,45,30.40,177698.3315801,2500798.3485219
04,45,30.60,177698.3316319,2500798.3485955
04,45,30.80,177698.3316664,2500798.3486507
04,45,31.00,177698.331701,2500798.3487244
04,45,31.00,177698.331701,2500798.3487244
04,45,31.20,177698.3317356,2500798.3487796
04,45,31.40,177698.3317701,2500798.3488348
04,45,31.60,177698.3318047,2500798.3489084
04,45,31.80,177698.3318393,2500798.3489636
04,45,32.00,177698.3318738,2500798.3490188
04,45,32.00,177698.3318738,2500798.3490188
04,45,32.20,177698.3319083,2500798.3490741
04,45,32.40,177698.3319429,2500798.3491293
04,45,32.60,177698.3319603,2500798.3491845
04,45,32.80,177698.3319949,2500798.3492582
04,45,33.00,177698.3320294,2500798.3493134
04,45,33.00,177698.3320294,2500798.3493134
04,45,33.20,177698.332064,2500798.3493871
04,45,33.40,177698.3320986,2500798.3494607
04,45,33.60,177698.3321161,2500798.3495345
04,45,33.80,177698.3321508,2500798.3496081
04,45,34.00,177698.3321683,2500798.3497003
04,45,34.00,177698.3321683,2500798.3497003
04,45,34.20,177698.3321858,2500798.3497741
04,45,34.40,177698.3322033,2500798.3498478
04,45,34.60,177698.3322209,2500798.34994
04,45,34.80,177698.3322383,2500798.3500138
04,45,35.00,177698.3322558,2500798.3500875
04,45,35.00,177698.3322558,2500798.3500875
04,45,35.20,177698.3322733,2500798.3501612
04,45,35.40,177698.3323079,2500798.3502349
04,45,35.60,177698.3323254,2500798.3503086
04,45,35.80,177698.33236,2500798.3503823
04,45,36.00,177698.3323946,2500798.3504375
04,45,36.00,177698.3323946,2500798.3504375
04,45,36.20,177698.332412,2500798.3505112
04,45,36.40,177698.3324468,2500798.3506034
04,45,36.60,177698.3324814,2500798.350677
04,45,36.80,177698.3324989,2500798.3507508
04,45,37.00,177698.3325336,2500798.3508429
04,45,37.00,177698.3325336,2500798.3508429
04,45,37.20,177698.3325511,2500798.3509351
04,45,37.40,177698.3325858,2500798.3510272
04,45,37.60,177698.3326034,2500798.3511194
04,45,37.80,177698.3326381,2500798.3512115
04,45,38.00,177698.3326557,2500798.3513037
04,45,38.00,177698.3326557,2500798.3513037
04,45,38.20,177698.3326733,2500798.3514144
04,45,38.40,177698.3327081,2500798.3515065
04,45,38.60,177698.3327256,2500798.3515987
04,45,38.80,177698.3327432,2500798.3516909
04,45,39.00,177698.3327779,2500798.351783
04,45,39.00,177698.3327779,2500798.351783
04,45,39.20,177698.3327955,2500798.3518752
04,45,39.40,177698.3328302,2500798.3519673
04,45,39.60,177698.3328477,2500798.352041
04,45,39.80,177698.3328824,2500798.3521331
04,45,40.00,177698.3328999,2500798.3522253
04,45,40.00,177698.3328999,2500798.3522253
04,45,40.20,177698.3329174,2500798.3522991
04,45,40.40,177698.332935,2500798.3523913
04,45,40.60,177698.3329697,2500798.3524834
04,45,40.80,177698.3329873,2500798.3525756
04,45,41.00,177698.3330048,2500798.3526678
04,45,41.00,177698.3330048,2500798.3526678
04,45,41.20,177698.3330223,2500798.3527415
04,45,41.40,177698.3330399,2500798.3528337
04,45,41.60,177698.3330575,2500798.3529259
04,45,41.80,177698.333075,2500798.3530181
04,45,42.00,177698.3330926,2500798.3531103
04,45,42.00,177698.3330926,2500798.3531103
04,45,42.20,177698.3331102,2500798.3532025
04,45,42.40,177698.3331278,2500798.3532947
04,45,42.60,177698.3331625,2500798.3533868
04,45,42.80,177698.33318,2500798.353479
04,45,43.00,177698.3332147,2500798.3535711
04,45,43.00,177698.3332147,2500798.3535711
04,45,43.20,177698.3332494,2500798.3536633
04,45,43.40,177698.3332669,2500798.353737
04,45,43.60,177698.3333016,2500798.3538291
04,45,43.80,177698.3333191,2500798.3539029
04,45,44.00,177698.3333538,2500798.353995
04,45,44.00,177698.3333538,2500798.353995
04,45,44.20,177698.3333714,2500798.3540872
04,45,44.40,177698.333406,2500798.3541608
04,45,44.60,177698.3334407,2500798.3542529
04,45,44.80,177698.3334583,2500798.3543451
04,45,45.00,177698.333493,2500798.3544373
04,45,45.00,177698.333493,2500798.3544373
04,45,45.20,177698.3335277,2500798.3545294
